#NEGATIVE_LEXICON	STRENGTH-ASSIGNED
raped	-0.9
raping	-0.9
rapist	-1
raptors	-0.5
rarely	-0.5
rascal	-0.6
rascals	-0.4
rash	-0.8
raspy	-0.4
rat	-0.5
rathole	-0.5
rating	-0.2
ratlicker	-0.6
rattlebrained	-0.4
rattled	-0.3
rattles	-0.4
rattrap	-0.5
ratty	-0.4
raucous	-0.4
raunchy	-0.3
ravage	-0.5
ravenous	-0.6
raving	-0.1
rear	-0.2
rebel	-0.5
rebellion	-0.5
rebellious	-0.7
rebuke	-0.4
rebut	-0.2
rebutter	-0.4
recalcitrant	-0.5
recalcitrate	-0.5
recant	-0.3
recapture	-0.4
recede	-0.4
receding	-0.4
recession	-0.6
recessionary	-0.2
recidivism	-0.6
recidivist	-0.6
reckless	-0.7
recklessly	-0.7
recklessness	-0.5
recoil	-0.3
reconditeness	-0.3
recourses	-0.3
recrudescent	-0.4
recusancy	-0.4
recusant	-0.4
red-blooded	-0.1
redundancy	-0.4
redundantly	-0.3
reeking	-0.5
reflux	-0.8
refrain	-0.1
refugee	-0.4
refusal	-0.3
refuse	-0.3
refused	-0.5
refuses	-6
refusing	-0.4
refutation	-0.3
refute	-0.3
refuted	-0.4
refutes	-0.4
refuting	-0.1
regardless	-0.1
regress	-0.3
regression	-0.2
regressive	-0.3
regret	-0.4
regreted	-0.5
regretful	-0.5
regretfully	-0.6
regrets	-0.7
regrettable	-0.5
regrettably	-0.7
regretted	-0.5
regretting	-0.6
regulatory	-0.3
regurgitate	-0.3
regurgitation	-0.3
rehab	-0.7
rein	-0.3
reject	-0.5
rejected	-0.7
rejecting	-0.4
rejection	-0.5
rejective	-0.5
rejects	-0.6
rekindle	-0.2
relapse	-0.4
relentless	-0.2
relentlessly	-0.6
relentlessness	-0.5
reliant	-0.1
religiously	-0.1
relinquish	-0.4
reluctantly	-0.5
remains	-0.1
remand	-0.2
remiss	-0.1
remorse	-0.6
remorseful	-0.6
remorsefully	-0.4
remorseless	-0.3
remorselessly	-0.3
remorselessness	-0.4
remote	-0.3
remotely	-0.2
removal	-0.3
remove	-0.3
removed	-0.2
removing	-0.4
rencontre	-0.6
rend	-0.3
renege	-0.3
renunciation	-0.3
repeal	-0.3
repel	-0.4
repellant	-0.7
repellent	-0.4
repent	-0.2
repentance	-0.2
repercuss	-0.3
repercussion	-0.3
repetitious	-0.3
repetitiously	-0.3
repetitive	-0.2
repetitively	-0.2
replete	-0.7
reprehend	-0.4
reprehensibility	-0.4
reprehensible	-0.5
reprehension	-0.4
reprehensive	-0.4
repress	-0.3
repressive	-0.4
reprimand	-0.4
reprint	-0.1
reprisal	-0.3
reprobate	-0.3
reprobation	-0.3
reprove	-0.4
reprovingly	-0.6
republic	-0.1
repudiate	-0.3
repudiation	-0.3
repugn	-0.3
repugnant	-0.7
repugnantly	-0.8
repulsing	-1
repulsion	-1
repulsive	-0.6
repulsively	-0.6
repulsiveness	-0.7
rescind	-0.6
rescission	-0.5
resent	-0.8
resentful	-0.6
resentment	-0.8
reservations	-0.3
residual	-0.4
resign	-0.5
resignation	-0.4
resigned	-0.3
resist	-0.4
resistance	-0.4
resistant	-0.4
resisting	-0.4
resource-heavy	-0.3
resourceless	-0.2
respirator	-0.5
restless	-0.3
restlessly	-0.5
restlessness	-0.3
restrain	-0.4
restrained	-0.5
restrainer	-0.4
restraint	-0.3
restrict	-0.3
restricted	-0.2
restriction	-0.2
restrictive	-0.3
resurgent	-0.7
resuspend	-0.2
resuspension	-0.2
retaliate	-0.2
retaliation	-0.2
retard	-0.8
retardation	-1
retarded	-0.8
retardedness	-1
retards	-0.7
retarted	-1
reticent	-0.3
retirement	-0.3
retort	-0.2
retract	-0.1
retraction	-0.3
retreat	-0.2
retreated	-0.3
retrenchment	-0.5
retrial	-0.3
retribution	-0.1
retributive	-0.5
retrorse	-0.1
revenge	-0.6
revengeful	-0.6
revengefully	-0.7
reversal	-0.3
revert	-0.2
revile	-0.3
reviled	-0.3
revlusion	-0.6
revocable	-0.4
revocation	-0.4
revoke	-0.3
revolt	-0.7
revolting	-1
revoltingly	-1
revolution	-0.4
revolver	-0.3
revulsion	-0.3
revulsive	-0.3
rhetoric	-0.1
ribald	-0.4
ricer	-0.1
rid	-0.2
riddle	-0.3
riddled	-0.4
ridicule	-0.5
ridicules	-0.7
ridiculous	-1
ridiculously	-0.7
rife	-0.4
riff-raff	-0.3
rifle	-0.4
rift	-0.3
rifts	-0.4
rigged	-0.6
rigid	-0.4
rigidify	-0.4
rigidity	-0.4
rigidness	-0.4
rigor	-0.7
rile	-0.2
riled	-0.5
ringed	-0.1
riot	-0.7
rioter	-0.7
riotous	-0.7
rip	-0.6
ripoff	-0.6
rip-off	-0.6
rip-offs	-0.7
risk	-0.4
riskiness	-0.3
risks	-0.1
risky	-0.3
ritualism	-0.3
rival	-0.5
rivalry	-0.7
roach	-0.4
roadblock	-0.4
roadblocks	-0.5
rob	-0.7
robber	-0.9
robbery	-0.7
robot-sounding	-2
rook	-0.3
root	-0.2
rot	-0.7
rotten	-0.7
rotter	-0.5
rotting	-0.7
rough	-0.4
roughhouse	-0.4
roughish	-0.3
roughly	-0.3
roughness	-0.3
rouse	-0.4
rout	-0.4
row	-0.3
rowdiness	-0.5
rowdy	-0.4
r-rated	-0.4
rremediable	-0.4
rubbery	-0.1
rubbish	-0.8
rubbishy	-0.9
rubble	-0.2
rude	-0.7
rudely	-0.8
rudeness	-0.4
rue	-0.3
ruffian	-0.7
ruffianism	-0.6
ruffianly	-0.6
ruffle	-0.3
rugged	-0.4
rugose	-0.3
ruin	-0.5
ruined	-0.5
ruining	-0.5
ruinous	-0.3
ruins	-0.5
rumble	-0.4
rumbling	-0.3
rumor	-0.4
rumors	-0.3
rumours	-0.8
rumple	-0.2
runaway	-0.4
rupture	-0.4
ruse	-0.5
rush	-0.3
rust	-0.4
rustiness	-0.6
rust-prone	-0.3
rusts	-0.2
rusty	-0.4
ruthless	-0.9
ruthlessly	-0.6
ruthlessness	-0.7
ruts	-0.5
sabbat	-0.5
saber	-0.3
sabotage	-0.6
sacrifice	-0.5
sacrificer	-0.5
sacrifices	-0.3
sad	-0.7
sadd	-1
sadden	-0.7
saddened	-1
sadder	-0.8
sadface	-0.9
sadly	-0.7
sadness	-0.7
sag	-0.2
sagged	-0.3
saggy	-0.5
sags	-0.2
salacious	-0.3
salty	-0.3
salvageable	-0.4
sanctimonious	-0.7
sanction	-0.5
sanctionative	-0.4
sank	-0.4
sappily	-0.5
sappy	-0.3
sarcasm	-0.7
sarcastic	-0.5
sarcastically	-0.5
sarcoma	-0.3
sardonic	-0.2
sardonically	-0.2
sass	-0.2
satan	-0.9
satanic	-1
satanophobia	-0.9
satirical	-0.5
satirize	-0.3
satyriasis	-0.4
savage	-0.8
savaged	-0.8
savagely	-0.8
savageness	-0.7
savagery	-0.8
savages	-1
scab	-0.3
scabby	-0.5
scabrous	-0.4
scald	-0.6
scalding	-0.3
scaly	-0.4
scam	-1
scam-artist	-0.4
scammer	-1
scams	-0.8
scandal	-0.5
scandalization	-0.5
scandalize	-0.6
scandalized	-0.4
scandalmonger	-0.4
scandalmongering	-0.4
scandalously	-0.6
scandalousness	-0.4
scandals	-0.7
scandel	-0.7
scandels	-0.3
scant	-0.3
scanty	-0.4
scapegoat	-0.4
scapegrace	-0.3
scar	-0.7
scarce	-0.4
scarcely	-0.4
scarcity	-0.4
scarecrow	-0.3
scared	-0.7
scarier	-0.8
scariest	-1
scarify	-0.7
scaring	-0.9
scarred	-0.7
scars	-0.8
scary	-0.9
scathing	-0.6
scathingly	-0.5
sceptical	-0.1
scheme	-0.2
scheming	-0.1
schism	-0.5
schizophrenia	-0.8
schizophrenic	-0.8
schlep	-0.4
schlock	-0.4
sciatica	-0.3
sclaff	-0.3
scleredema	-0.8
sclerosis	-0.8
scoff	-0.2
scoffingly	-0.4
scold	-0.5
scolded	-0.4
scolding	-0.5
scoldingly	-0.4
scoliosis	-0.8
scorch	-0.4
scorched	-0.5
scorcher	-0.5
scorching	-0.6
scorchingly	-0.5
scoreless	-0.4
scornful	-0.8
scornfully	-0.6
scoundrel	-0.4
scourge	-0.4
scowl	-0.4
scrag	-0.5
scraggly	-0.5
scraggy	-0.5
scramble	-0.4
scrambled	-0.4
scrambles	-0.4
scrambling	-0.2
scrap	-0.3
scrape	-0.5
scraped	-0.2
scrapie	-0.2
scrappiness	-0.4
scratch	-0.2
scratched	-0.6
scrawler	-0.5
scrawniness	-0.4
scrawny	-0.4
scream	-0.5
screamed	-0.8
screamer	-0.5
screaming	-0.5
screamingly	-0.5
screech	-0.4
screw	-0.5
screwed	-0.3
screwed-up	-0.3
screw-up	-1
screwy	-0.2
scribble	-0.3
scrimmage	-0.4
scrimy	-0.7
scrub	-0.4
scruffy	-0.6
scrupulously	-0.4
scrutinize	-0.3
scuff	-0.2
scuffle	-0.4
scum	-0.6
scumbag	-1
scummy	-0.6
scurrility	-0.6
scurvy	-0.4
seamy	-0.4
seared	-0.3
searing	-0.3
seasick	-0.4
seasickness	-0.4
secession	-0.3
secluded	-0.3
seclusion	-0.4
second-rate	-0.4
second-skimmings	-0.4
second-tier	-0.5
secrecy	-0.3
secretion	-0.1
secretive	-0.2
sectarian	-0.1
sedation	-0.4
sedentary	-0.4
sedition	-0.4
seduce	-0.3
seduction	-0.3
seedy	-0.5
seethe	-0.5
seething	-0.4
see-through	-0.3
seize	-0.5
self-congratulatory	-0.2
self-coup	-0.4
self-criticism	-0.2
self-described	-0.4
self-hatred	-0.8
self-humiliation	-0.9
self-indulgent	-0.4
self-inflicted	-0.5
self-interest	-0.2
selfinterested	-0.3
selfish	-0.8
selfishness	-0.7
selflessness	-0.4
self-mutilating	-0.5
self-righteous	-0.4
self-serving	-0.4
selling-out	-0.4
semi-retarded	-0.7
senile	-0.5
sensationalize	-0.3
senseless	-0.7
senselessly	-0.5
separatist	-0.2
sequal	-0.4
sequestration	-0.2
seriously	-0.2
seriousness	-0.2
sermonize	-0.4
serpent	-0.4
servant	-0.4
serve	-0.4
servile	-0.3
servitude	-0.3
setback	-0.4
setbacks	-0.6
set-up	-0.1
sever	-0.6
severe	-0.3
severely	-0.4
severity	-0.7
sewage	-0.4
sexism	-0.4
sexless	-0.3
sexploitation	-0.5
shabbily	-0.6
shabbiness	-0.6
shabby	-0.6
shack	-0.1
shackle	-0.4
shadiness	-0.3
shadowy	-0.3
shady	-0.8
shagged	-0.6
shaggy	-0.6
shaheed	-0.8
shakable	-0.3
shake	-0.1
shakily	-0.4
shaking	-0.7
shaky	-0.2
shallow	-0.2
sham	-0.6
shambles	-0.4
shame	-0.5
shamed	-5
shamefaced	-0.7
shamefacedly	-0.7
shameful	-0.7
shamefulness	-0.7
shameless	-0.4
shamelessly	-0.6
shamelessness	-0.7
shard	-0.4
shark	-0.5
sharply	-0.4
sharp-tongued	-0.4
shatter	-0.4
shattered	-0.5
shattering	-0.4
shed	-0.5
sheepish	-0.7
sheepishly	-0.3
sheer	-0.2
sheesh	-0.4
shelved	-0.4
shemale	-0.3
shhh	-0.4
shifty	-0.3
shimmy	-0.3
shirk	-0.4
shirker	-0.4
shit	-1
shitty	-1
shiver	-0.4
shivery	-0.4
shiz	-1
shock	-0.5
shockable	-0.7
shocked	-0.7
shocker	-0.5
shocking	-0.6
shockingly	-0.9
shoddiness	-0.6
shoddy	-0.5
shoeless	-0.4
shoot	-0.6
shooter	-0.7
shooting	-0.5
shoplifting	-0.8
shortage	-2
shortchange	-0.3
shortcoming	-0.2
shortcomings	-0.1
shorter	-0.2
shortfall	-0.4
shortsighted	-0.3
shortsightedness	-0.3
shot	-0.6
shotgun	-0.4
shouldve	-0.2
shout	-0.5
shouted	-0.7
shove	-0.2
showdown	-0.3
showy	-0.4
shrapnel	-0.4
shred	-0.3
shredder	-0.3
shrew	-0.4
shrewish	-0.5
shrewishly	-0.4
shrewishness	-0.5
shriek	-0.5
shrill	-0.3
shrillness	-0.6
shrivel	-0.3
shriveled	-0.3
shrouded	-0.5
shrug	-0.2
shrunk	-0.4
sht	-1
shudder	-0.4
shuddering	-0.4
shun	-0.4
shunned	-0.3
shutout	-0.5
shy	-0.3
shyly	-0.3
shyness	-0.4
shyt	-1
sick	-0.8
sickbed	-0.8
sicken	-0.8
sickening	-1
sickeningly	-0.6
sickk	-1
sickly	-0.7
sickness	-0.8
sickroom	-0.8
sicky	-0.4
sideropenia	-0.8
sidetrack	-0.6
sidetracked	-0.2
siege	-0.5
sigh	-0.6
sillily	-0.3
silly	-0.3
simp	-1
simplistic	-0.2
simplistically	-0.2
sin	-0.9
sinful	-0.9
sinfully	-0.6
sinister	-0.8
sinisterly	-0.7
sink	-0.1
sinkable	-0.4
sinking	-0.3
sinner	-0.9
sinning	-0.7
siren	-0.1
sissy	-1
skank	-0.8
skeletons	-0.4
skeptic	-0.4
skeptical	-0.4
skeptically	-0.5
skepticism	-0.2
sketchily	-0.5
sketchiness	-0.5
sketchy	-0.5
skewed	-0.3
skid	-0.3
skimpy	-0.5
skinhead	-0.8
skinheads	-0.8
skinniness	-0.4
skinny	-0.3
skip	-0.2
skippable	-0.4
skipped	-0.2
skirmish	-0.5
skittishly	-0.3
skulk	-0.3
sky-high	-0.4
skyrocketing	-0.1
slack	-0.3
slack-jawed	-0.3
slag	-0.5
slam	-0.3
slander	-0.4
slanderer	-0.3
slanderous	-0.4
slanderously	-0.4
slanders	-0.3
slap	-0.5
slapstick	-0.3
slash	-0.5
slashing	-0.6
slaughter	-1
slaughtered	-1
slaughterhouse	-0.9
slaughtering	-0.9
slave	-0.8
slaver	-0.8
slavery	-0.8
slaves	-0.8
slavish	-0.4
slavishly	-0.4
slay	-0.7
slayer	-0.7
sleaziness	-0.5
sleazy	-0.5
sleepless	-0.3
sleepy	-0.4
sleet	-0.3
slight	-0.1
slightly	-0.5
slightly-predictable	-0.5
slightly-skewed	-0.3
slime	-0.4
slimed	-0.4
slimy	-0.3
slink	-0.6
slip	-0.3
slipped	-0.4
slippery	-0.3
slob	-0.4
slog	-0.4
slogging	-0.3
slogs	-0.6
slooow	-1
sloow	-0.8
slop	-0.2
sloppily	-0.4
sloppiness	-0.4
sloppy	-0.4
slops	-0.3
sloth	-0.5
slothful	-0.7
slouch	-0.4
slouchy	-0.4
slough	-0.4
slovenliness	-0.3
slow	-0.4
slowdown	-0.2
slowed	-0.3
slower	-0.3
slowest	-0.4
slowly	-0.4
slow-moving	-0.2
slowness	-0.6
slowww	-1
slowwww	-1
sludge	-0.2
slug	-0.3
sluggish	-0.6
sluggishly	-0.4
sluggishness	-0.4
slum	-0.4
slumberous	-0.2
slumdog	-0.5
slump	-0.3
slumpping	-0.4
slur	-0.2
slurred	-0.3
slush	-0.2
slut	-1
sluts	-1
sluttish	-1
sly	-0.3
slyly	-0.5
smack	-0.5
smacker	-0.5
smallish	-0.3
smallpox	-0.6
small-town	-0.1
smash	-0.5
smashed	-0.6
smashed-up	-0.7
smasher	-0.5
smatter	-0.7
smattering	-0.3
smear	-0.3
smelled	-3
smelling	-0.6
smells	-0.5
smelly	-0.4
smh	-1
smirch	-0.3
smirk	-0.2
smite	-0.2
smoke	-0.1
smoker	-0.1
smokescreen	-0.2
smolder	-0.3
smoldering	-0.3
smother	-0.4
smothering	-0.4
smoulder	-0.2
smouldering	-0.4
smudge	-0.5
smudged	-0.4
smudges	-0.5
smudging	-0.4
smudgy	-0.5
smug	-0.1
smuggle	-0.2
smuggler	-0.7
smuggling	-0.6
smugly	-0.3
smut	-0.3
smuttier	-0.2
smuttiest	-0.3
smuttiness	-0.3
smutty	-0.6
snagged	-0.8
snagging	-0.3
snags	-0.3
snake	-0.3
snap	-0.5
snapped	-0.6
snappish	-0.5
snappishly	-0.5
snare	-0.4
snarl	-0.6
snarling	-0.1
snatch	-0.2
sneak	-0.4
sneakily	-0.8
sneaking	-0.6
sneaky	-0.5
sneer	-0.2
sneering	-0.3
sneeringly	-0.4
sneeze	-0.3
sneezed	-0.4
sneezy	-0.3
snicker	-0.4
snide	-0.3
snipe	-0.4
sniper	-0.4
snivel	-0.4
snob	-0.5
snobbery	-0.5
snobbish	-0.6
snobby	-0.5
snobish	-0.7
snobs	-0.7
snooze	-0.2
snore	-0.2
snorer	-0.2
snort	-0.3
snorter	-0.3
snot	-0.5
snot-crusted	-0.3
snot-nosed	-0.6
snotty	-0.5
snotty-nosed	-0.6
snowflake	-0.5
snub	-0.2
snuffle	-0.2
soak	-0.1
soapy	-0.2
sob	-0.6
sobering	-0.3
sobersided	-0.4
so-cal	-0.3
sociability	-0.1
socialist	-0.3
sociopath	-0.8
sociopathic	-0.8
soft-porn	-0.2
sogginess	-0.3
soggy	-0.4
soiled	-0.6
soiling	-0.3
solicitous	-0.7
solicitude	-0.5
soman	-0.4
somatic	-0.2
somber	-0.4
sombre	-0.3
soot	-0.4
sooty	-0.4
sophism	-0.3
sophistic	-0.3
soporific	-0.2
sorcerer	-0.5
sorcerize	-0.5
sorcery	-0.5
sordid	-0.6
sordidness	-0.6
sore	-0.1
sorely	-0.6
soreness	-0.3
sorrow	-0.7
sorrowful	-0.7
sorrowfully	-0.7
sorry	-0.6
sort	-0.1
sortie	-0.3
so-so	-0.5
soulless	-0.7
sour	-0.1
soured	-0.1
sourly	-0.4
sourness	-0.3
sourpuss	-0.5
soyboy	-0.8
soyface	-0.8
spade	-0.1
spam	-0.8
spammer	-0.9
spamming	-0.8
spanking	-0.5
spar	-0.4
sparse	-0.2
sparseness	-0.2
spasm	-0.5
spastic	-0.5
spasticity	-0.5
spat	-0.3
spatter	-0.3
spawn	-0.3
spear	-0.4
specious	-0.3
speciousness	-0.4
speck	-0.3
specter	-0.3
spectral	-0.3
speculativeness	-0.4
speechless	-0.6
speechlessness	-0.6
spell	-0.3
spendy	-0.3
spent	-0.2
spew	-0.3
spewed	-0.6
spewing	-0.6
spider	-0.3
spiked	-0.5
spill	-0.3
spilled	-0.5
spilling	-0.4
spinelessness	-0.6
spinster	-0.2
spiritless	-0.7
spit	-0.6
spitball	-0.5
spite	-0.2
spiteful	-0.3
spitefully	-0.4
spitefulness	-0.2
splatter	-0.6
splenomegaly	-0.8
splinter	-0.8
split	-0.1
splitting	-0.2
spoil	-0.4
spoilage	-0.5
spoilages	-0.5
spoiled	-0.5
spoilled	-0.3
spoils	-0.3
spongy	-0.1
spook	-0.6
spookier	-0.7
spookiest	-0.8
spookily	-0.7
spooky	-0.9
spoonfed	-0.2
spoon-fed	-0.2
spoon-feed	-0.1
sporadic	-0.2
sporadically	-0.2
sprain	-0.7
sprained	-1
sprawl	-0.1
sprawling	-0.4
spuriously	-0.3
spuriousness	-0.4
spurn	-0.3
sputter	-0.3
spy	-0.6
spying	-0.6
squabble	-0.4
squabbling	-0.4
squall	-0.3
squally	-0.3
squamulose	-0.3
squander	-0.3
squash	-0.2
squatness	-0.3
squatter	-0.5
squawk	-0.2
squeak	-0.2
squeaks	-0.2
squeaky	-0.4
squealing	-0.3
squeamish	-0.6
squelch	-0.2
squint	-0.2
squirm	-0.2
srry	-0.8
srsly	-0.2
sry	-0.9
stab	-0.9
stabbing	-0.8
stagger	-0.4
staggering	-0.6
staggeringly	-0.6
staginess	-0.7
stagnant	-0.4
stagnate	-0.4
stagnation	-0.4
stagy	-0.7
staid	-0.7
stain	-0.6
stained	-0.3
staining	-0.5
stains	-0.5
stale	-0.7
stalemate	-0.4
staleness	-0.7
stalk	-0.4
stalker	-0.4
stammer	-0.4
stammerer	-0.5
stampede	-0.2
standoff	-0.3
stand-offish	-0.4
standstill	-0.2
star-crossed	-0.1
staring	-0.2
stark	-0.6
starkly	-0.6
starkness	-0.6
startle	-0.7
startled	-0.7
startling	-0.8
startlingly	-0.6
starvation	-0.9
starve	-0.9
starved	-0.7
starveling	-0.9
starving	-0.5
stationary	-0.1
std	-1
steal	-0.7
stealing	-0.6
steals	-0.3
stealthy	-0.3
steatopygia	-0.6
steep	-0.2
steeply	-0.4
stench	-0.7
stenosed	-0.8
stenosis	-0.8
stepped	-0.1
stereotypical	-0.2
stereotypically	-0.4
sterility	-0.4
stern	-0.2
sternly	-0.3
sternness	-0.3
stewing	-0.7
stfu	-0.8
sticky	-0.2
stiff	-0.5
stiffness	-0.5
stifle	-0.2
stifled	-0.3
stifling	-0.4
stiflingly	-0.3
stigma	-0.4
stigmatization	-0.4
stigmatize	-0.4
stillborn	-0.1
stilted	-0.5
sting	-0.6
stinger	-0.6
stinginess	-0.4
stinging	-0.3
stingingly	-0.3
stingy	-0.4
stink	-0.6
stinker	-0.6
stinkin	-1
stinking	-0.9
stinks	-0.6
stinky	-0.7
stint	-0.2
stodginess	-0.5
stodgy	-0.5
stogy	-0.4
stole	-0.6
stolen	-0.5
stomp	-0.3
stoned	-0.4
stooge	-0.5
stooges	-0.6
stools	-0.1
stoop	-0.4
stoopid	-1
stoppage	-0.3
storm	-0.3
stormily	-0.3
storminess	-0.3
storming	-0.4
stormy	-0.3
strabismus	-0.3
strafe	-0.4
straggle	-0.3
straggler	-0.6
strain	-0.5
strained	-0.5
straining	-0.4
stranded	-0.6
strange	-0.4
strangely	-3
strangely-shaped	-0.6
strangeness	-0.4
stranger	-0.6
strangest	-0.8
strangle	-0.9
stranglehold	-0.5
streaky	-0.3
streetwalker	-0.4
strenuous	-0.4
stress	-0.7
stressed	-0.7
stressed-out	-0.8
stresses	-0.6
stressful	-0.6
stressfully	-0.4
stressing	-0.8
stretcher	-0.5
stricken	-0.4
strict	-0.2
strictly	-0.2
stricture	-0.4
strident	-0.2
stridently	-0.3
strife	-0.4
strike	-0.6
stringency	-0.4
stringent	-0.6
stringently	-0.5
stringy	-0.4
stripe	-0.2
stroke	-0.9
struck	-0.5
struggle	-0.4
struggled	-0.5
struggles	-0.3
struggling	-0.6
strut	-0.4
stubborn	-0.5
stubborness	-0.4
stubbornly	-0.4
stubbornness	-0.5
stubby	-0.4
stuck	-0.5
stuck-on	-0.4
studyin	-0.2
stuffiness	-0.4
stuffy	-0.3
stultification	-0.4
stultify	-0.4
stumble	-0.3
stumbled	-0.2
stumbles	-0.3
stumped	-0.3
stumps	-0.3
stun	-0.3
stunned	-0.3
stunted	-0.3
stupefying	-0.5
stupid	-0.9
stupidest	-1
stupidity	-0.9
stupidly	-1
stupified	-1
stupor	-0.4
stutter	-0.3
stuttered	-0.4
stuttering	-0.3
sty	-0.4
stymied	-0.4
subacid	-0.4
subacute	-0.4
sub-average	-0.7
subdue	-0.3
subfusc	-0.3
subhuman	-0.7
subjected	-0.1
subjection	-0.4
subjugate	-0.3
subjugated	-0.6
subjugation	-0.5
subjugator	-0.6
subluxate	-0.6
subluxation	-0.8
submissive	-0.5
subordinate	-0.7
subordinateness	-0.6
subordinating	-0.6
subordination	-0.6
suborn	-0.8
subornation	-0.7
sub-par	-0.6
sub-plot	-0.4
subpoena	-0.4
subpoenas	-0.3
subservient	-0.6
subside	-0.3
subsidence	-0.2
subsidy	-0.3
subsist	-0.4
substandard	-0.6
substitution	-0.1
subtract	-0.5
subversion	-0.5
subversive	-0.5
subversively	-0.7
subvert	-0.5
succulent	-0.3
succumb	-0.4
suck	-0.6
sucked	-1
sucker	-0.4
suckiness	-0.5
sucks	-0.7
sucky	-1
sue	-0.7
sued	-0.7
sueing	-0.2
suer	-0.7
sues	-0.4
suffer	-0.9
sufferance	-0.9
suffered	-1
sufferer	-0.7
sufferers	-0.6
suffering	-0.9
suffers	-0.4
suffocate	-0.8
suffocating	-0.9
suffocation	-0.8
sugar-coat	-0.3
sugarcoated	-0.2
sugar-coated	-0.1
suicidal	-1
suicide	-1
sulk	-0.6
sulkiness	-0.6
sulky	-0.6
sullen	-0.2
sullenly	-0.3
sully	-0.4
summon	-0.5
sunburned	-0.4
sunk	-0.2
sunken	-0.5
superannuate	-0.5
superbug	-0.8
supercilious	-0.6
superficial	-0.5
superficiality	-0.2
superficially	-0.4
superstition	-0.5
superstitious	-0.4
super-violent	-1
supposed	-0.5
suppress	-0.6
suppression	-0.6
suppressive	-0.6
suppressor	-0.6
suprainfection	-0.9
suprised	-0.2
surcharge	-0.3
surgery	-0.4
surrender	-0.4
surrendering	-0.4
surround	-0.1
susceptible	-0.3
suspect	-0.7
suspected	-0.4
suspend	-0.5
suspense	-0.4
suspension	-0.4
suspicion	-0.5
suspicions	-0.6
suspicious	-0.3
suspiciously	-0.4
sux	-1
swab	-0.2
swamp	-0.4
swamped	-0.3
swampy	-0.2
swastika	-0.7
sweaty	-0.4
swelled	-0.2
swelling	-0.8
swelter	-0.5
sweltering	-0.3
swig	-0.3
swill	-0.3
swindler	-0.4
swine	-0.7
swingeing	-0.5
swipe	-0.1
swollen	-0.7
swore	-0.2
sympathetic	-0.3
sympathies	-0.4
sympathize	-0.3
sympathy	-0.4
symptom	-0.3
symptomatic	-0.6
symptoms	-0.3
syncope	-0.6
syndrome	-0.5
syphilis	-1
taboo	-0.7
tacked-on	-0.3
tacky	-0.2
taint	-0.3
tainted	-0.4
takeover	-0.4
talent-impaired	-0.5
talky	-0.4
talons	-0.4
tangle	-0.1
tangled	-0.2
tangles	-0.3
tank	-0.2
tanked	-0.2
tanks	-0.3
tantalizer	-0.6
tantalizing	-0.7
tantrum	-0.4
tard	-0.9
tardiness	-0.4
tardy	-0.3
tariff	-0.6
tarnish	-0.8
tarnished	-0.8
tarnishes	-0.3
tarnishing	-0.2
tarry	-0.3
tasteless	-0.6
tatter	-0.3
tattered	-0.8
tattle	-0.4
tattletale	-0.4
taunt	-0.3
taunting	-0.6
tauntingly	-0.5
taunts	-0.6
taut	-0.1
tautology	-0.5
tawdry	-0.3
tear	-0.6
tearful	-0.7
teargas	-0.8
tearless	-0.4
teary	-0.7
tease	-0.4
teasing	-0.3
teasingly	-0.3
tedious	-0.5
tediously	-0.4
tedium	-0.6
teeny	-0.4
temerity	-0.3
temper	-0.5
temperamental	-0.4
temperamentally	-0.4
tempermental	-0.4
temporarily	-0.1
tenderhearted	-0.3
tenderness	-0.3
tense	-0.5
tension	-0.4
tentative	-0.1
tentatively	-0.4
tenuously	-0.3
tepid	-0.5
tepidly	-0.3
terminally	-0.4
termite	-0.5
terrible	-1
terribleness	-1
terribly	-1
terrified	-1
terrify	-1
terrifying	-1
terrifyingly	-1
terror	-1
terror-genic	-0.8
terrorism	-0.9
terrorist	-1
terrorize	-1
terse	-0.4
tersely	-0.6
testily	-0.3
testiness	-0.5
testy	-0.4
tetanus	-0.8
tetchily	-0.7
tetchy	-0.5
tether	-0.2
thankless	-0.3
thanklessly	-0.2
theft	-0.7
theism	-0.3
theocratic	-0.4
thicker	-0.2
thief	-0.9
thieving	-0.9
thievishness	-0.8
thin	-0.6
thinkin	-0.1
thirst	-0.2
thorn	-0.3
thorny	-0.4
thoughtless	-0.5
thoughtlessly	-0.3
thoughtlessness	-0.3
thrash	-0.3
thrasher	-0.4
thrashing	-0.3
threadbare	-0.5
threat	-0.8
threaten	-0.6
threatened	-0.8
threatening	-0.7
threats	-0.7
threesome	-0.2
thresh	-0.4
threw	-0.3
throbbed	-0.5
throbs	-0.3
thronged	-0.4
throttle	-0.1
throw	-0.2
throwaway	-0.3
throw-away	-0.6
throw-aways	-0.2
throwdown	-0.4
thrown	-0.4
throwup	-1
thrush	-0.5
thud	-0.4
thug	-0.8
thugged-out	-0.3
thuggery	-0.5
thuggish	-0.5
thumb-down	-0.3
thumbs-down	-0.9
thundering	-0.1
thwart	-0.2
tiff	-4
tight	-0.5
tight-fitting	-0.4
time-consuming	-0.5
time-waster	-0.8
timid	-0.8
timidity	-0.8
timidly	-0.6
timidness	-0.6
tingled	-0.3
tingling	-0.1
tinny	-0.5
tiny	-0.1
tin-y	-0.3
tipsy	-0.2
tirade	-0.6
tire	-0.3
tired	-0.6
